id,title,abstract,category,predicted_category
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38769229,"Impact of etiology, sex, diabetes mellitus and remission status on erythrocytic profile in patients with cushing's syndrome: a large population database study.","The study aimed to characterize the erythrocytic profile in patients with cushing's syndrome (CS) versus controls from the normal population according to etiology, sex, presence of diabetes mellitus (DM) and hypercortisolemia remission status. This retrospective cohort analysis compared erythrocytic parameters between patients with CS of pituitary (CD) and adrenal (aCS) etiology and age, sex, body mass index (BMI) and socioeconomic status-matched controls in a 1:5 ratio. Laboratory values at baseline were calculated as mean values during the year preceding CS diagnosis, and over one year thereafter. The cohort included 397 CS patients (68.26% female; mean age 51.11 ± 16.85 years) and 1970 controls. Patients with CS had significantly higher baseline median levels of hemoglobin (Hgb) (13.70 g/dL vs. 13.12 g/dL [p < 0.0001]) and hematocrit (Hct) (41.64% vs. 39.80% [p < 0.0001]) compared to controls. These differences were observed for both CD and aCS and for both sexes. Patients who attained remission had Hgb and Hct levels comparable to controls (13.20 g/dL and 40.08% in patients with CD and aCS vs. 13.20 g/dL and 39.98% in controls). Meanwhile, those with persistent/recurrent disease maintained elevated levels. Patients with comorbid DM had similar Hgb but higher Hct (p = 0.0419), while patients without DM showed elevated erythrocytic values compared to controls (p < 0.0001). Our data illustrates that erythrocytic parameters are directly influenced by glucocorticoid excess as Hgb and Hct are higher in patients with CS, and normalize after remission. We have identified the influence of DM on erythrocytic parameters in patients with CS for the first time.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
38768849,"Progressive supranuclear palsy, a case report.","Progressive Supranuclear Palsy (PSP), also known as Steele-Richardson-Olszewski syndrome, is a rare neurodegenerative disease characterized by a variety of motor and neuro-ophthalmological symptoms. We present the case of a 73-year-old male patient with a history of type 2 diabetes and high blood pressure, who consulted for gait disorders, tremors in the extremities, and difficulty controlling conjugate gaze. During physical examination, findings consistent with PSP were noted, including hypomimia, muscle rigidity, and abnormal movements. The initial misdiagnosis of Parkinson's disease and subsequent administration of levodopa highlight the importance of accurate diagnosis in complex neurological conditions. This clinical case highlights the need for a thorough evaluation of neuro-ophthalmological symptoms and signs to ensure an appropriate therapeutic approach and improve the quality of life of patients.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
38769500,Glomerular crescents are associated with the risk of type 2 diabetic kidney disease progression: a retrospective cohort study.,"Diabetic kidney disease (DKD) stands as the predominant cause of chronic kidney disease and end-stage kidney disease. Its diverse range of manifestations complicates the treatment approach for patients. Although kidney biopsy is considered the gold standard for diagnosis, it lacks precision in predicting the progression of kidney dysfunction. Herein, we addressed whether the presence of glomerular crescents is linked to the outcomes in patients with biopsy-confirmed type 2 DKD. We performed a retrospective evaluation, involving 327 patients diagnosed with biopsy-confirmed DKD in the context of type 2 diabetes, excluding cases with other glomerular diseases, from nine tertiary hospitals. Hazard ratios (HRs) were calculated using a Cox regression model to assess the risk of kidney disease progression, defined as either ≥ 50% decrease in estimated glomerular filtration rates or the development of end-stage kidney disease, based on the presence of glomerular crescents. Out of the 327 patients selected, ten patients had glomerular crescents observed in their biopsied tissues. Over the follow-up period (median of 19 months, with a maximum of 18 years), the crescent group exhibited a higher risk of kidney disease progression than the no crescent group, with an adjusted HR of 2.82 (1.32-6.06) (P = 0.008). The presence of heavy proteinuria was associated with an increased risk of developing glomerular crescents. The presence of glomerular crescents is indeed linked to the progression of type 2 DKD. Therefore, it is important to determine whether there is an additional immune-mediated glomerulonephritis requiring immunomodulation, and it may be prudent to monitor the histology and repeat a biopsy.",1,diagnosis
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38769229,"Impact of etiology, sex, diabetes mellitus and remission status on erythrocytic profile in patients with cushing's syndrome: a large population database study.","The study aimed to characterize the erythrocytic profile in patients with cushing's syndrome (CS) versus controls from the normal population according to etiology, sex, presence of diabetes mellitus (DM) and hypercortisolemia remission status. This retrospective cohort analysis compared erythrocytic parameters between patients with CS of pituitary (CD) and adrenal (aCS) etiology and age, sex, body mass index (BMI) and socioeconomic status-matched controls in a 1:5 ratio. Laboratory values at baseline were calculated as mean values during the year preceding CS diagnosis, and over one year thereafter. The cohort included 397 CS patients (68.26% female; mean age 51.11 ± 16.85 years) and 1970 controls. Patients with CS had significantly higher baseline median levels of hemoglobin (Hgb) (13.70 g/dL vs. 13.12 g/dL [p < 0.0001]) and hematocrit (Hct) (41.64% vs. 39.80% [p < 0.0001]) compared to controls. These differences were observed for both CD and aCS and for both sexes. Patients who attained remission had Hgb and Hct levels comparable to controls (13.20 g/dL and 40.08% in patients with CD and aCS vs. 13.20 g/dL and 39.98% in controls). Meanwhile, those with persistent/recurrent disease maintained elevated levels. Patients with comorbid DM had similar Hgb but higher Hct (p = 0.0419), while patients without DM showed elevated erythrocytic values compared to controls (p < 0.0001). Our data illustrates that erythrocytic parameters are directly influenced by glucocorticoid excess as Hgb and Hct are higher in patients with CS, and normalize after remission. We have identified the influence of DM on erythrocytic parameters in patients with CS for the first time.",1,diagnosis
38768849,"Progressive supranuclear palsy, a case report.","Progressive Supranuclear Palsy (PSP), also known as Steele-Richardson-Olszewski syndrome, is a rare neurodegenerative disease characterized by a variety of motor and neuro-ophthalmological symptoms. We present the case of a 73-year-old male patient with a history of type 2 diabetes and high blood pressure, who consulted for gait disorders, tremors in the extremities, and difficulty controlling conjugate gaze. During physical examination, findings consistent with PSP were noted, including hypomimia, muscle rigidity, and abnormal movements. The initial misdiagnosis of Parkinson's disease and subsequent administration of levodopa highlight the importance of accurate diagnosis in complex neurological conditions. This clinical case highlights the need for a thorough evaluation of neuro-ophthalmological symptoms and signs to ensure an appropriate therapeutic approach and improve the quality of life of patients.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38768849,"Progressive supranuclear palsy, a case report.","Progressive Supranuclear Palsy (PSP), also known as Steele-Richardson-Olszewski syndrome, is a rare neurodegenerative disease characterized by a variety of motor and neuro-ophthalmological symptoms. We present the case of a 73-year-old male patient with a history of type 2 diabetes and high blood pressure, who consulted for gait disorders, tremors in the extremities, and difficulty controlling conjugate gaze. During physical examination, findings consistent with PSP were noted, including hypomimia, muscle rigidity, and abnormal movements. The initial misdiagnosis of Parkinson's disease and subsequent administration of levodopa highlight the importance of accurate diagnosis in complex neurological conditions. This clinical case highlights the need for a thorough evaluation of neuro-ophthalmological symptoms and signs to ensure an appropriate therapeutic approach and improve the quality of life of patients.",1,diagnosis
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38769500,Glomerular crescents are associated with the risk of type 2 diabetic kidney disease progression: a retrospective cohort study.,"Diabetic kidney disease (DKD) stands as the predominant cause of chronic kidney disease and end-stage kidney disease. Its diverse range of manifestations complicates the treatment approach for patients. Although kidney biopsy is considered the gold standard for diagnosis, it lacks precision in predicting the progression of kidney dysfunction. Herein, we addressed whether the presence of glomerular crescents is linked to the outcomes in patients with biopsy-confirmed type 2 DKD. We performed a retrospective evaluation, involving 327 patients diagnosed with biopsy-confirmed DKD in the context of type 2 diabetes, excluding cases with other glomerular diseases, from nine tertiary hospitals. Hazard ratios (HRs) were calculated using a Cox regression model to assess the risk of kidney disease progression, defined as either ≥ 50% decrease in estimated glomerular filtration rates or the development of end-stage kidney disease, based on the presence of glomerular crescents. Out of the 327 patients selected, ten patients had glomerular crescents observed in their biopsied tissues. Over the follow-up period (median of 19 months, with a maximum of 18 years), the crescent group exhibited a higher risk of kidney disease progression than the no crescent group, with an adjusted HR of 2.82 (1.32-6.06) (P = 0.008). The presence of heavy proteinuria was associated with an increased risk of developing glomerular crescents. The presence of glomerular crescents is indeed linked to the progression of type 2 DKD. Therefore, it is important to determine whether there is an additional immune-mediated glomerulonephritis requiring immunomodulation, and it may be prudent to monitor the histology and repeat a biopsy.",1,diagnosis
38769500,Glomerular crescents are associated with the risk of type 2 diabetic kidney disease progression: a retrospective cohort study.,"Diabetic kidney disease (DKD) stands as the predominant cause of chronic kidney disease and end-stage kidney disease. Its diverse range of manifestations complicates the treatment approach for patients. Although kidney biopsy is considered the gold standard for diagnosis, it lacks precision in predicting the progression of kidney dysfunction. Herein, we addressed whether the presence of glomerular crescents is linked to the outcomes in patients with biopsy-confirmed type 2 DKD. We performed a retrospective evaluation, involving 327 patients diagnosed with biopsy-confirmed DKD in the context of type 2 diabetes, excluding cases with other glomerular diseases, from nine tertiary hospitals. Hazard ratios (HRs) were calculated using a Cox regression model to assess the risk of kidney disease progression, defined as either ≥ 50% decrease in estimated glomerular filtration rates or the development of end-stage kidney disease, based on the presence of glomerular crescents. Out of the 327 patients selected, ten patients had glomerular crescents observed in their biopsied tissues. Over the follow-up period (median of 19 months, with a maximum of 18 years), the crescent group exhibited a higher risk of kidney disease progression than the no crescent group, with an adjusted HR of 2.82 (1.32-6.06) (P = 0.008). The presence of heavy proteinuria was associated with an increased risk of developing glomerular crescents. The presence of glomerular crescents is indeed linked to the progression of type 2 DKD. Therefore, it is important to determine whether there is an additional immune-mediated glomerulonephritis requiring immunomodulation, and it may be prudent to monitor the histology and repeat a biopsy.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
38769500,Glomerular crescents are associated with the risk of type 2 diabetic kidney disease progression: a retrospective cohort study.,"Diabetic kidney disease (DKD) stands as the predominant cause of chronic kidney disease and end-stage kidney disease. Its diverse range of manifestations complicates the treatment approach for patients. Although kidney biopsy is considered the gold standard for diagnosis, it lacks precision in predicting the progression of kidney dysfunction. Herein, we addressed whether the presence of glomerular crescents is linked to the outcomes in patients with biopsy-confirmed type 2 DKD. We performed a retrospective evaluation, involving 327 patients diagnosed with biopsy-confirmed DKD in the context of type 2 diabetes, excluding cases with other glomerular diseases, from nine tertiary hospitals. Hazard ratios (HRs) were calculated using a Cox regression model to assess the risk of kidney disease progression, defined as either ≥ 50% decrease in estimated glomerular filtration rates or the development of end-stage kidney disease, based on the presence of glomerular crescents. Out of the 327 patients selected, ten patients had glomerular crescents observed in their biopsied tissues. Over the follow-up period (median of 19 months, with a maximum of 18 years), the crescent group exhibited a higher risk of kidney disease progression than the no crescent group, with an adjusted HR of 2.82 (1.32-6.06) (P = 0.008). The presence of heavy proteinuria was associated with an increased risk of developing glomerular crescents. The presence of glomerular crescents is indeed linked to the progression of type 2 DKD. Therefore, it is important to determine whether there is an additional immune-mediated glomerulonephritis requiring immunomodulation, and it may be prudent to monitor the histology and repeat a biopsy.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
38769229,"Impact of etiology, sex, diabetes mellitus and remission status on erythrocytic profile in patients with cushing's syndrome: a large population database study.","The study aimed to characterize the erythrocytic profile in patients with cushing's syndrome (CS) versus controls from the normal population according to etiology, sex, presence of diabetes mellitus (DM) and hypercortisolemia remission status. This retrospective cohort analysis compared erythrocytic parameters between patients with CS of pituitary (CD) and adrenal (aCS) etiology and age, sex, body mass index (BMI) and socioeconomic status-matched controls in a 1:5 ratio. Laboratory values at baseline were calculated as mean values during the year preceding CS diagnosis, and over one year thereafter. The cohort included 397 CS patients (68.26% female; mean age 51.11 ± 16.85 years) and 1970 controls. Patients with CS had significantly higher baseline median levels of hemoglobin (Hgb) (13.70 g/dL vs. 13.12 g/dL [p < 0.0001]) and hematocrit (Hct) (41.64% vs. 39.80% [p < 0.0001]) compared to controls. These differences were observed for both CD and aCS and for both sexes. Patients who attained remission had Hgb and Hct levels comparable to controls (13.20 g/dL and 40.08% in patients with CD and aCS vs. 13.20 g/dL and 39.98% in controls). Meanwhile, those with persistent/recurrent disease maintained elevated levels. Patients with comorbid DM had similar Hgb but higher Hct (p = 0.0419), while patients without DM showed elevated erythrocytic values compared to controls (p < 0.0001). Our data illustrates that erythrocytic parameters are directly influenced by glucocorticoid excess as Hgb and Hct are higher in patients with CS, and normalize after remission. We have identified the influence of DM on erythrocytic parameters in patients with CS for the first time.",1,diagnosis
38767646,Characteristics and quality of clinical practice guidelines for diabetic kidney disease: a systematic review.,"To assess the quality of Clinical practice guidelines (CPGs) in the context of diabetic kidney disease (DKD) and determine whether any factors affect the quality. We searched eight databases along with five international and national organizations to develop or archive guidelines from their inception to July 2023, with an additional search of medlive.cn. And the authoritative organizations related to nephrology. CPGs and consensus statements created using direct differential diagnosis or therapy for DKD were included without language restrictions. Their quality was evaluated by four reviewers using the Appraisal of Guidelines for Research and Evaluation Ⅱ (AGREE Ⅱ) instrument. Along with the item and domain scores, the guideline was also allocated an overall quality score, which ranged from 1 (lowest possible quality) to 7 (highest possible quality). Moreover, an overall recommendation for use was also assigned (""recommended"", ""recommended with modifications"" or ""not recommended""). A total of 16 CPGs were included, of which 14 were from Asia and the remaining two from Europe. These two CPGs were updated in the third version. Six CPGs were recommended for use because their primary domains scored in the medium or high category. Furthermore, five CPGs were recommended with modifications as the stakeholder involvement, applicability, and editorial independence domains were evaluated as low categories. In all domains, the lowest average score was for rigour of development (33%), followed by application (36%), and stakeholder involvement (51%). The highest average score was for scope and purpose (79%), followed by clarity of presentation (75%). None of the CPGs considered the patient's viewpoint, and six of 16 CPGs did not use any grading system to translate the evidence into recommendations. Additionally, only three of 16 CPGs shared search strategy, and eight of 16 CPGs did not declare a funding source. According to the AGREE II evaluation, more than one in four CPGs for DKD had poor methodological quality. Enhanced efforts are needed to advance the rigour of development, application, and editorial independence of DKD guideline panels for most guidelines. Stakeholders, CPG developers, and CPG users should consider methodological quality while choosing CPGs, and interpret and implement their issued suggestions.",1,diagnosis
38768659,Cost-Effectiveness of Diabetic Retinopathy Screening for Newly Diagnosed Type 2 Diabetic Patients: A Nationwide Population-based Propensity Score-Matched Cohort Study.,"This study investigated the association between the frequency of screening for diabetic retinopathy (DR) versus the development of DR and corresponding medical expenses among patients newly diagnosed with type 2 diabetes mellitus (T2DM). This longitudinal, population-based study used the Taiwan National Health Insurance Research Database (2004 to 2020) as a data source. Propensity score matching (PSM) (sex, age, comorbidities and concurrent medication use) was employed in the grouping of T2DM patients according to different frequency of DR screening. Outcome measures included the proportion of patients who developed DR, who received DR treatment, and the associated medical expenses and hospitalizations. The 17-year cohort included 337,046 patients. After PSM, three groups each containing 35,739 patients were assembled and analyzed. Compared to low-frequency screening, high-frequency screening was more effective in detecting patients requiring treatment; however, the net cost for treatment was significantly lower. Standard-frequency screening appears to provide the best balance in terms of DR detection, diagnosis interval, the risk of DR-related hospitalization, and DR treatment costs. In this real-world cohort study covering all levels of the healthcare system, infrequent screening was associated with delayed diagnosis and elevated treatment costs, while a fundus screening interval of 1-2 years proved optimal in terms of detection and medical expenditures.",1,diagnosis
